Título;Autores;Autorias compartilhadas;Editores;Editores de livros;Título da fonte;Data de publicação;Ano da publicação;Volume;Edição;Número da edição;Suplemento;Edição especial;Página inicial;Página final;Número do artigo;DOI;Título da conferência;Data da conferência;Total de citações;Média por ano;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
A Voltammetric Study on the Adsorption of Cd(II) and Zn(II) on Marine Microalgae Tetraselmis gracilis (Kylin) Butcher;"Maguerroski, Kamila dos Santos; Rigobello-Masini, Marilda; Masini, Jorge C.";;;;JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY;JUN 2013;2013;24;6;;;;922;930;;10.5935/0103-5053.20130118;;;1;0,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Biodiesel by Hydroesterification of Oil from the Microalgae Scenedesmus dimorphus;"Diaz, Gisel Chenard; Leite, Gisele G. T.; Cruz, Yordanka Reyes; Gomes Aranda, Donato A.; Arceo, Angel Almarales; Furtado, Nelson C.; Taft, Carlton A.";;;;LETTERS IN ORGANIC CHEMISTRY;MAY 2013;2013;10;4;;;;263;268;;10.2174/1570178611310040007;;;1;0,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Microalgae derived biomass and bioenergy production enhancement through biogas purification and wastewater treatment;"Miyawaki, B.; Mariano, A. B.; Vargas, J. V. C.; Balmant, W.; Defrancheschi, A. C.; Correa, D. O.; Santos, B.; Selesu, N. F. H.; Ordonez, J. C.; Kava, V. M.";;;;RENEWABLE ENERGY;JAN 2021;2021;163;;;;;1153;1165;;10.1016/j.renene.2020.09.045;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Enhanced microalgae biomass and lipid output for increased biodiesel productivity;"Morais, Keli Cc; Conceicao, Daniele; Vargas, Jose Vc; Mitchell, David A.; Mariano, Andre B.; Ordonez, Juan C.; Galli-Terasawa, Lygia Vitoria; Kava, Vanessa M.";;;;RENEWABLE ENERGY;JAN 2021;2021;163;;;;;138;145;;10.1016/j.renene.2020.08.082;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Biodegradation of sulfamethoxazole by microalgae-bacteria consortium in wastewater treatment plant effluents;"da Silva Rodrigues, Daniel Aparecido; Rodrigues Ferreira da Cunha, Camila Cristina; Freitas, Mylena Gomes; Correa de Barros, Andre Luis; Neves e Castro, Paulo Bernardo; Pereira, Andressa Rezende; Silva, Silvana de Queiroz; Santiago, Anibal da Fonseca; de Cassia Franco Afonso, Robson Jose";;;;SCIENCE OF THE TOTAL ENVIRONMENT;DEC 20 2020;2020;749;;;;;;;141441;10.1016/j.scitotenv.2020.141441;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Microalgal biomass as a biofertilizer for pasture cultivation: Plant productivity and chemical composition;"Lorentz, Juliana Ferreira; Calijuri, Maria Lucia; Assemany, Paula Peixoto; Alves, Wagner Sousa; Pereira, Odilon Gomes";;;;JOURNAL OF CLEANER PRODUCTION;DEC 10 2020;2020;276;;;;;;;124130;10.1016/j.jclepro.2020.124130;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Innovative microalgae biomass harvesting methods: Technical feasibility and life cycle analysis;"Ferreira, Jessica; de Assis, Leticia Rodrigues; de Sousa Oliveira, Adriana Paulo; Castro, Jackeline de Siqueira; Calijuri, Maria Lucia";;;;SCIENCE OF THE TOTAL ENVIRONMENT;DEC 1 2020;2020;746;;;;;;;140939;10.1016/j.scitotenv.2020.140939;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Exploiting the use of agro-industrial residues from fruit and vegetables as alternative microalgae culture medium;"de Medeiros, Viviane Priscila Barros; Pimentel, Tatiana Colombo; Varandas, Roberta Conceicao Ribeiro; dos Santos, Silvana Alves; Pedrosa, Geany Targino de Souza; Sassi, Cristiane Francisca da Costa; da Conceica, Marta Maria; Magnani, Marciane";;;;FOOD RESEARCH INTERNATIONAL;NOV 2020;2020;137;;;;;;;109722;10.1016/j.foodres.2020.109722;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Integrated use of microalgal biomass of Choricystis minor var. minor: a promising model for production of biodiesel and aquafeeds;"Oliveira, Carlos Yure B.; Nader, Camila; Silva, Maria F. O.; Fracalossi, Debora M.; Galvez, Alfredo O.; Lopes, Rafael G.; Derner, Roberto B.";;;;BIOMASS CONVERSION AND BIOREFINERY;;2020;;;;;;;;;10.1007/s13399-020-01091-4;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Degradation of benzimidazoles by photoperoxidation: metabolites detection and ecotoxicity assessment using Raphidocelis subcapitata microalgae and Vibrio fischeri;"Venancio, Wilson Augusto Lima; Rodrigues-Silva, Caio; Spina, Mylena; Diniz, Vinicius; Guimaraes, Jose Roberto";;;;ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH;;2020;;;;;;;;;10.1007/s11356-020-11294-x;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Treatment of a slaughterhouse wastewater by anoxic-aerobic biological reactors followed by UV-C disinfection and microalgae bioremediation;"Svierzoski, Nicoly Dal Santo; Matheus, Mauricio Carvalho; Bassin, Joao Paulo; Brito, Yves Dias; Mahler, Claudio Fernando; Webler, Alberto Dresch";;;;WATER ENVIRONMENT RESEARCH;;2020;;;;;;;;;10.1002/wer.1435;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Evaluation of electroflocculation harvesting on the antioxidant activity and toxicity of extracts from the microalgae Isochrysis galbana and Phaeodactylum tricornutum;"Ramos, Luciana C.; Batista, Ronan; Carneiro, Diego C.; Sousa, Leandro J.; Sales, Ayna N.; Lima, Suzana T. Cunha";;;;JOURNAL OF APPLIED PHYCOLOGY;DEC 2020;2020;32;6;;;;3853;3859;;10.1007/s10811-020-02265-3;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Combined system for wastewater treatment: ozonization and coagulation via tannin-based agent for harvesting microalgae by dissolved air flotation;"Oliveira, Gislayne Alves; Machado, Enio Leandro; Knoll, Rhauani Segatto; Dell'Osbel, Naira; Colares, Gustavo Stolzenberg; Rodrigues, Lucia Ribeiro";;;;ENVIRONMENTAL TECHNOLOGY;;2020;;;;;;;;;10.1080/09593330.2020.1830181;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mapping the performance of photobioreactors for microalgae cultivation. Part II: equatorial and tropical climate zone;"Dias, Rosangela R.; Lasta, Paola; Vendruscolo, Raquel G.; Wagner, Roger; Zepka, Leila Q.; Jacob-Lopes, Eduardo";;;;JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY;;2020;;;;;;;;;10.1002/jctb.6574;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Effect of microalgaeMessastrum gracileandChlorella vulgarison the in vitro propagation of orchidCattleya labiata;"Corbellini, Joana Rosar; Fortes Ribas, Luciana Lopes; de Maia, Fabiano Rodrigo; Correa, Diego de Oliveira; Noseda, Miguel Daniel; Suzuki, Rogerio Mamoru; Amano, Erika";;;;JOURNAL OF APPLIED PHYCOLOGY;DEC 2020;2020;32;6;;;;4013;4027;;10.1007/s10811-020-02251-9;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Scaling-Up the Anaerobic Digestion of Pretreated Microalgal Biomass within a Water Resource Recovery Facility;"Diez-Montero, Ruben; Vassalle, Lucas; Passos, Fabiana; Ortiz, Antonio; Jesus Garcia-Galan, Maria; Garcia, Joan; Ferrer, Ivet";;;;ENERGIES;OCT 2020;2020;13;20;;;;;;5484;10.3390/en13205484;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Environmental impacts on commercial microalgae-based products: Sustainability metrics and indicators;"Depra, Mariany C.; Severo, Ihana A.; dos Santos, Aline M.; Zepka, Leila Q.; Jacob-Lopes, Eduardo";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;OCT 2020;2020;51;;;;;;;102056;10.1016/j.algal.2020.102056;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Experimental investigation of wastewater microalgae in a pilot-scale downdraft gasifier;"Soares, Renan Barroso; Martins, Marcio Ferreira; Goncalves, Ricardo Franci";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;OCT 2020;2020;51;;;;;;;102049;10.1016/j.algal.2020.102049;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Evaluation of cell growth performance of microalgae Chlorella minutissima using an internal light integrated photobioreactor;"Amaral, M. S.; Loures, C. C. A.; Naves, F. L.; Baeta, B. E. L.; Silva, M. B.; Prata, A. M. R.";;;;JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING;OCT 2020;2020;8;5;;;;;;104200;10.1016/j.jece.2020.104200;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
From toilet to agriculture: Fertilization with microalgal biomass from wastewater impacts the soil and rhizosphere active microbiomes, greenhouse gas emissions and plant growth;"Suleiman, Afnan Khalil Ahmad; Lourenco, Kesia Silva; Clark, Callum; Luz, Ronildson Lima; Ribeiro da Silva, Gustavo Henrique; Vet, Louise E. M.; Cantarella, Heitor; Fernandes, Tania, V; Kuramae, Eiko Eurya";;;;RESOURCES CONSERVATION AND RECYCLING;OCT 2020;2020;161;;;;;;;104924;10.1016/j.resconrec.2020.104924;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shifts in photosynthetic parameters and lipid production of the freshwater microalgaSelenastrum gracile(Chlorophyceae) under cadmium exposure;"Rocha, Giseli Swerts; Parrish, Christopher C.; Espindola, Evaldo L. G.";;;;JOURNAL OF APPLIED PHYCOLOGY;DEC 2020;2020;32;6;;;;4047;4055;;10.1007/s10811-020-02255-5;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Potential for bifenthrin removal using microalgae from a natural source;"Weis, Leticia; de Cassia de Souza Schneider, Rosana; Hoeltz, Michele; Rieger, Alexandre; Tostes, Schirley; Lobo, Eduardo A.";;;;WATER SCIENCE AND TECHNOLOGY;SEP 15 2020;2020;82;6;;;;1131;1141;;10.2166/wst.2020.160;2nd IWA Conference on Algal Technologies and Stabilization Ponds for Wastewater Treatment and Resource Recovery (IWAlgac) held together the 12th IWA-Specialist-Group Conference on Wastewater Pond Technology;JUL, 2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Surfactant removal and biomass production in a microalgal-bacterial process: effect of feeding regime;"Serejo, Mayara L.; Farias, Sarah L.; Ruas, Graziele; Paulo, Paula L.; Boncz, Marc A.";;;;WATER SCIENCE AND TECHNOLOGY;SEP 15 2020;2020;82;6;;;;1176;1183;;10.2166/wst.2020.276;2nd IWA Conference on Algal Technologies and Stabilization Ponds for Wastewater Treatment and Resource Recovery (IWAlgac) held together the 12th IWA-Specialist-Group Conference on Wastewater Pond Technology;JUL, 2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Optimization of microalgae harvesting by sedimentation induced by high pH;"Leite, Luan de Souza; Daniel, Luiz Antonio";;;;WATER SCIENCE AND TECHNOLOGY;SEP 15 2020;2020;82;6;;;;1227;1236;;10.2166/wst.2020.106;2nd IWA Conference on Algal Technologies and Stabilization Ponds for Wastewater Treatment and Resource Recovery (IWAlgac) held together the 12th IWA-Specialist-Group Conference on Wastewater Pond Technology;JUL, 2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Low-cost and versatile sensor based on multi-wavelengths for real-time estimation of microalgal biomass concentration in open and closed cultivation systems;"Barbosa, Ruben Christian; Soares, Jimmy; Martins, Marcio Aredes";;;;COMPUTERS AND ELECTRONICS IN AGRICULTURE;SEP 2020;2020;176;;;;;;;105641;10.1016/j.compag.2020.105641;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Environmental assessment of industrial production of microalgal biodiesel in central-south Chile;"Branco-Vieira, Monique; Costa, Daniele M. B.; Mata, Teresa M.; Martins, Antonio A.; Freitas, Marcos A. V.; Caetano, Nidia S.";;;;JOURNAL OF CLEANER PRODUCTION;SEP 1 2020;2020;266;;;;;;;121756;10.1016/j.jclepro.2020.121756;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nutrient and pathogen removal from anaerobically treated black water by microalgae;"Miranda Slompo, Nathalie Dyane; Quartaroli, Larissa; Fernandes, Tania Vasconcelos; Ribeiro da Silva, Gustavo Henrique; Daniel, Luiz Antonio";;;;JOURNAL OF ENVIRONMENTAL MANAGEMENT;AUG 15 2020;2020;268;;;;;;;110693;10.1016/j.jenvman.2020.110693;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cultivation of Microalgae in Media Added of Emergent Pollutants and Effect on Growth, Chemical Composition, and Use of Biomass to Enzymatic Hydrolysis;"Rempel, Alan; Nadal Biolchi, Gabrielle; Farezin Antunes, Ana Carolina; Gutkoski, Julia Pedo; Treichel, Helen; Colla, Luciane Maria";;;;BIOENERGY RESEARCH;;2020;;;;;;;;;10.1007/s12155-020-10177-w;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Production of concentrated inocula from the microalgaeNannochloropsis oculata;"Sales, Rafael; de Souza-Santos, Lilia Pereira";;;;AQUACULTURE INTERNATIONAL;AUG 2020;2020;28;4;;;;1609;1620;;10.1007/s10499-020-00546-9;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Consortium Growth of Filamentous Fungi and Microalgae: Evaluation of Different Cultivation Strategies to Optimize Cell Harvesting and Lipid Accumulation;"Zorn, Savienne M. F. E.; Reis, Cristiano E. R.; Silva, Messias B.; Hu, Bo; De Castro, Heizir F.";;;;ENERGIES;JUL 2020;2020;13;14;;;;;;3648;10.3390/en13143648;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
In Situ Transesterification of Marine Microalgae Biomass via Heterogeneous Acid Catalysis;"Zorn, Savienne M. F. E.; Reis, Cristiano E. R.; Bento, Heitor B. S.; de Carvalho, Ana Karine F.; Silva, Messias B.; De Castro, Heizir F.";;;;BIOENERGY RESEARCH;DEC 2020;2020;13;4;;;;1260;1268;;10.1007/s12155-020-10151-6;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Developing a kinetic model to describe wastewater treatment by microalgae based on simultaneous carbon, nitrogen and phosphorous removal;"de Farias Silva, Carlos Eduardo; de Oliveira Cerqueira, Raphaella Barbosa; de Lima Neto, Cantidio Francisco; de Andrade, Francine Pimentel; Carvalho, Frede de Oliveira; Tonholo, Josealdo";;;;JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING;JUN 2020;2020;8;3;;;;;;103792;10.1016/j.jece.2020.103792;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Microalgal Growth in Paper Industry Effluent: Coupling Biomass Production with Nutrients Removal;"Porto, Bruna; Goncalves, Ana L.; Esteves, Ana F.; Guelli Ulson de Souza, Selene M. A.; Ulson de Souza, Antonio A.; Vilar, Vitor J. P.; Pires, Jose C. M.";;;;APPLIED SCIENCES-BASEL;MAY 2020;2020;10;9;;;;;;3009;10.3390/app10093009;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bivalve Feeding Responses to Microalgal Bloom Species in the Indian River Lagoon: the Potential for Top-Down Control;"Galimany, Eve; Lunt, Jessica; Freeman, Christopher J.; Houk, Jay; Sauvage, Thomas; Santos, Larissa; Lunt, Jillian; Kolmakova, Maria; Mossop, Malcolm; Domingos, Arthur; Phlips, Edward J.; Paul, Valerie J.";;;;ESTUARIES AND COASTS;SEP 2020;2020;43;6;;;;1519;1532;;10.1007/s12237-020-00746-9;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marine Microalgae Biomolecules and Their Adhesion Capacity to Salmonella enterica sv. Typhimurium;"Marques Machado, Tatiane Winkler; Rodrigues, Jenifer Mota; Moro, Tatiana Rojo; Rabello Duarte, Maria Eugenia; Noseda, Miguel Daniel";;;;APPLIED SCIENCES-BASEL;APR 2020;2020;10;7;;;;;;2239;10.3390/app10072239;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Analysis of the use of a non-conventional rotary drum for dehydration of microalga Spirulina platensis;"Silva, Neiton C.; Duarte, Claudio R.; Barrozo, Marcos A. S.";;;;BIOPROCESS AND BIOSYSTEMS ENGINEERING;AUG 2020;2020;43;8;;;;1359;1367;;10.1007/s00449-020-02329-1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phycoremediation potential of microalgae species for ethidium bromide removal from aqueous media;"de Almeida, Heleno Cavalcante; de Sa Salomao, Andre Luis; Lambert, Janaina; Rocha Saraiva Teixeira, Lia Cardoso; Marques, Marcia";;;;INTERNATIONAL JOURNAL OF PHYTOREMEDIATION;SEP 18 2020;2020;22;11;;;;1168;1174;;10.1080/15226514.2020.1743968;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Innovative development of membrane sparger for carbon dioxide supply in microalgae cultures;"Moraes, Luiza; da Rosa, Gabriel M.; Santos, Lucielen O.; Costa, Jorge A. V.";;;;BIOTECHNOLOGY PROGRESS;JUL 2020;2020;36;4;;;;;;e2987;10.1002/btpr.2987;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phenomenological modeling of Acutodesmus obliquus microalgae in situ transesterification;"Branco, Kemely B. Z. F.; Balmant, Wellington; Trevisan, Elias; Taher, Dhyogo M.; Mariano, Andre B.; Arroyo, Pedro A.";;;;BIOCHEMICAL ENGINEERING JOURNAL;FEB 15 2020;2020;154;;;;;;;107434;10.1016/j.bej.2019.107434;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
